정관사,단어,뜻,중요도,pos,,
der,Redner,연설가,1,noun,,
,reduzieren,"경감하다, 축소하다",1,verb,,
das,Regal,"서가, 선반",3,noun,,
,rege,활동적인,2,verb,,
die,Regel,규칙,2,noun,,
,regelmäßig,규칙적인,2,adjective,,
,regeln,정리하다,1,verb,,
,regen,"움직이다, 자극하다",2,verb,,
der,Regen,비,2,noun,,
der,Regenbogen,무지개,1,noun,,
,regieren,지배하다,2,verb,,
die,Regierung,지배,2,noun,,
die,Region,"지방, 지역",1,noun,,
das,Register,"목록, 색인",1,noun,,
,regnen,비오다,3,verb,,
,regulieren,규정하다,1,verb,,
die,Regung,감동,1,noun,,
das,Reh,노루,1,noun,,
,reiben,"문지르다, 마찰하다",2,verb,,
die,Reibung,"마찰, 문지름",1,noun,,
,reich,풍부한,3,verb,,
das,Reich,"나라, 제국",2,noun,,
der,Reiche,부자,1,noun,,
,reichen,"다다르다, 제공하다",2,verb,,
,reichlich,풍부한,2,adjective,,
der,Reichtum,풍부,2,noun,,
,reif,"익은, 성숙한",2,verb,,
der,Reif,서리,1,noun,,
die,Reife,"성숙, 완숙",1,noun,,
,reifen,"익다, 성숙하다",2,verb,,
der,Reifen,"타이어, 테",1,noun,,
die,Reihe,"열, 줄",2,noun,,
,reihen,"나란히 하다, 배열하다",1,verb,,
der,Reim,"운, 각운",2,noun,,
,rein,순수한,2,verb,,
,reinigen,청소하다,1,verb,,
die,Reinigung,"세탁, 순화",1,noun,,
der,Reis,"쌀, 밥",3,noun,,
die,Reise,여행,2,noun,,
das,Reisebüro,여행 안내소,1,noun,,
,reisen,여행하다,3,verb,,
der,Reisende,여행자,2,noun,,
,reißen,찢다,2,verb,,
der,Reißverschluss,지퍼,1,noun,,
,reiten,"말타고 가다, 타고가다",2,verb,,
der,Reiz,"자극, 선동",2,noun,,
,reizen,"자극하다, 유혹하다",2,verb,,
,reizend,매력있는,2,verb,,
,reizvoll,매혹적인,1,adjective,,
die,Reklame,"광고, 선전",2,noun,,
der,Rekord,기록,1,noun,,
der,Rektor,학교장,1,noun,,
,relativ,관계있는,2,verb,,
das,Relief,(조각) 부조,1,noun,,
die,Religion,"종교, 신앙",2,noun,,
,religiös,"종교상의, 종교적인",1,adverb,,
,renken,비틀다,1,verb,,
,rennen,"달리다, 뛰다",2,verb,,
die,Rente,"이자, 집세, 연금",2,noun,,
die,Reparatur,"수리, 수선",1,noun,,
,reparieren,"수리하다, 수선하다",3,verb,,
,repräsentieren,대표하다,1,verb,,
die,Reserve,"삼감, 사양, 비축",1,noun,,
,reservieren,예약하다,3,verb,,
die,Residenz,"관저, 수도",1,noun,,
die,Resignation,"체념, 단념, 포기",1,noun,,
die,Resonanz,"공명, 반향",1,noun,,
der,Respekt,경의,1,noun,,
,respektive,"각각, 각자",1,verb,,
der,Rest,"나머지, 잔여",2,noun,,
,restlos,"남김없이, 완전히",1,adjective,,
das,Resultat,"결과, 답",1,noun,,
,retten,"구하다, 구조하다",2,verb,,
der,Rettich,(식물) 무,1,noun,,
die,Rettung,구조,2,noun,,
die,Reue,후회,2,noun,,
,reuen,후회하다,1,verb,,
die,Revue,평론,1,noun,,
das,Rezept,처방,2,noun,,
der,Rhein,라인강,1,noun,,
die,Rhetorik,"수사학, 수사법",1,noun,,
,richten,바르게 하다,1,verb,,
der,Richter,"재판관, 판사",2,noun,,
,richtig,"바른, 정당한",3,adjective,,
die,Richtigkeit,"올바름, 정당",1,noun,,
die,Richtung,"방향, 진로, 경향",3,noun,,
,riechen,"냄새가 나다, 냄새맡다",2,verb,,
der,Riegel,빗장,1,noun,,
der,Riemen,"가죽, 끈, 벨트",2,noun,,
der,Riese,거인,2,noun,,
,rieseln,졸졸 흐르다,1,verb,,
,riesig,"거인같은, 거대한",1,adjective,,
das,Rind,(동물) 소,3,noun,,
die,Rinde,껍질,1,noun,,
der,Ring,"고리, 반지",2,noun,,
,ringeln,"동그랗게 하다, 말다",1,verb,,
,ringen,"노력하다, 싸우다",2,verb,,
,rinnen,"흐르다, 듣다, 떨어지다",1,verb,,
die,Rippe,"갈빗대, 늑골",2,noun,,
das,Risiko,"위험, 모험",1,noun,,
der,Riss,"찢음, 갈라진 틈",2,noun,,
der,Ritt,"기마, 승마",1,noun,,
der,Ritter,(중세의) 기사,2,noun,,
das,Ritual,"의식, 제식",1,noun,,
der,Ritus,의식,1,noun,,
die,Ritze,"틈새, 균열",1,noun,,
,ritzen,"새기다, 파다",1,verb,,
der,Rock,"상의, 재킷",3,noun,,
,roden,개간하다,1,verb,,
der,Roggen,호밀,1,noun,,
,roh,"날것의, 생것의",2,verb,,
das,Rohr,갈대,2,noun,,
die,Röhre,"파이프, 도관, 진공관",2,noun,,
der,Rohstoff,원료,1,noun,,
die,Rolle,"두루마리, 롤러, 배역, 역할",2,noun,,
,rollen,"굴리다, 말다, 감다",2,verb,,
,Rom,로마,1,other,,
der,Roman,장편소설,2,noun,,
die,Romantik,낭만주의,1,noun,,
,romantisch,낭만적인,1,adjective,,
,römisch,로마의,1,adjective,,
,rosa,장밋빛의,1,verb,,
die,Rose,장미,2,noun,,
,rosig,장밋빛의,1,adjective,,
die,Rosine,건포도,1,noun,,
der,Rost,녹,2,noun,,
,rösten,"굽다, 볶다",1,verb,,
,röstfrei,녹슬지 않는,1,verb,,
,rot,붉은,3,verb,,
,rotieren,회전하다,1,verb,,
die,Rotte,"무리, 떼, 일당",1,noun,,
die,Route,"길, 도정",1,noun,,
die,Routine,"숙련, 훈련, 정해진 것",1,noun,,
die,Rübe,순무,1,noun,,
,ruchlos,극악무도한,1,adjective,,
der,Ruck,"밀침, 홱 당김",1,noun,,
der,Rücken,"등, 잔등",3,noun,,
,rücken,"움직이다, 옮기다",2,verb,,
die,Rückfahrt,귀향,3,noun,,
das,Rückgrat,척추,1,noun,,
die,Rückkehr,귀환,1,noun,,
der,Rücksack,배낭,1,noun,,
die,Rücksicht,"고려, 배려",2,noun,,
der,Rückstand,"침전물, 체불, 밀림",1,noun,,
der,Rücktritt,"퇴직, 사임",1,noun,,
,rückwärts,뒤로,1,adverb,,
der,Rückweg,귀로,1,noun,,
das,Rudel,"짐승의 떼, 무리",1,noun,,
das,Ruder,(항해) 키,2,noun,,
,rüdern,노를 젓다,2,verb,,
der,Ruf,외침,2,noun,,
,rufen,소리치다,2,verb,,
die,Ruhe,"고요, 정적",2,noun,,
,ruhen,"쉬다, 휴식하다",2,verb,,
,ruhig,조용한,3,adjective,,
der,Ruhm,"명성, 명예",2,noun,,
,rühmen,"기리다, 칭찬하다",1,verb,,
,rühren,"휘젓다, 움직이다, 감동시키다",2,verb,,
die,Rührung,감동,1,noun,,
die,Ruine,폐허,2,noun,,
,ruinieren,파멸시키다,1,verb,,
der,Rummel,"법석, 소란",1,noun,,
der,Rumpf,몸통,2,noun,,
,rund,둥근,3,verb,,
die,Runde,"한바퀴, 일주",2,noun,,
die,Rundfahrt,"일주, 순회",1,noun,,
der,Rundfunkt,"라이도 방송, 방송국",2,noun,,
die,Runzel,주름,1,noun,,
,rupfen,뽑다,1,verb,,
der,Ruß,그을음,1,noun,,
der,Russe,러시아사람,1,noun,,
,rüsten,"무장하다, 준비하다",2,verb,,
die,Rüstung,무장,2,noun,,
die,Rute,"회초리, 채찍",1,noun,,
,rutschen,미끄러지다,2,verb,,
,rütteln,흔들다,2,verb,,
der,Saal,"홀, 강당",2,noun,,
die,Saat,"씨뿌리기, 파종",2,noun,,
der,Sabbat,안식일,1,noun,,
die,Sache,"사물, 물건",3,noun,,
die,Sachelage,사태,1,noun,,
,sachlich,"객관적인, 공정한",2,adjective,,
고,Sachsen,작센,1,verb,,
,sacht,"조심스러운, 부드러운",1,verb,,
der,Sack,"자루, 주머니",2,noun,,
,säen,"씨뿌리다, 파종하다",2,verb,,
der,Saft,"주스, 과즙",3,noun,,
,saftig,즙이 많은,1,adjective,,
die,Sage,전설,2,noun,,
die,Säge,톱,2,noun,,
,sagen,말하다,3,verb,,
,sägen,톱으로 자르다,2,verb,,
die,Sahne,(커피)크림,2,noun,,
die,Saison,"철, 계절",1,noun,,
die,Saite,"(현악기의)현, 현악기",2,noun,,
der,Salat,샐러드,3,noun,,
die,Salbe,"연고, 고약",2,noun,,
,salben,연고를 바르다,1,verb,,
der,Salm,연어,1,noun,,
der,Salon,"살롱, 미장원",1,noun,,
das,Salz,소금,3,noun,,
,salzig,"소금기있는, 짠",1,adjective,,
der,Samen,"씨, 씨앗, 종자",2,noun,,
,sammeln,모으다,2,verb,,
die,Sammlung,"모임, 수집",2,noun,,
der,Samstag,토요일,3,noun,,
,samt,함께,1,verb,,
,sämtlich,"전체의, 완전한",2,adjective,,
der,Sand,모래,2,noun,,
,sanft,"온화한, 부드러운",2,verb,,
der,Sänger,가수,2,noun,,
,Sankt,성(Saint),1,other,,
der,Satan,"사탄, 악마",1,noun,,
die,Satire,"풍자, 조롱",1,noun,,
,satt,"배부른, 싫증난",2,verb,,
der,Sattel,안장,2,noun,,
der,Satz,"문장, 세트",2,noun,,
die,Sau,암퇘지,1,noun,,
,sauber,"깨끗한, 청결한",3,verb,,
,säubern,"깨끗이 하다, 청소하다",1,verb,,
,sauer,"신, 산성의",3,verb,,
der,Sauerstoff,산소,1,noun,,
,saufen,마시다,2,verb,,
,saugen,빨다,2,verb,,
der,Säugling,"젖먹이, 갓난아기",1,noun,,
die,Säule,"원주, 기둥",2,noun,,
der,Saum,가장자리,1,noun,,
die,Säure,"신맛, (화학)산",1,noun,,
,sausen,"(물, 바람)쏴쏴 소리내다",1,verb,,
,schaben,"깎다, 벗기다",1,verb,,
,schäbig,"닳아 떨어진, 남루한",1,adjective,,
das,Schach,"장기, 체스",1,noun,,
die,Schachtel,상자,2,noun,,
,schade,"섭섭한, 유감스러운",3,verb,,
der,Schädel,해골,2,noun,,
,schaden,"해치다, 손상시키다",2,verb,,
der,Schaden,"손해, 손실",2,noun,,
das,Schaf,양,2,noun,,
,schaffen,"창조하다, 만들어내다, 일하다",2,verb,,
der,Schaffner,"차장, 안내원",2,noun,,
der,Schaft,"자루, 손잡이",1,noun,,
der,Schal,숄,1,noun,,
,schal,김빠진,1,verb,,
die,Schale,"접시, 사발",2,noun,,
die,Schale,"껍질, 껍데기",2,noun,,
,schälen,껍질벗기다,1,verb,,
der,Schalk,"악한, 불량배",1,noun,,
der,Schall,"소리, 음향",2,noun,,
,schallen,울리다,2,verb,,
die,Schallplatte,"레코드, 음반",1,noun,,
,schalten,"스위치 넣다, 기어 바꾸다, 작동하다",2,verb,,
der,Schalter,"스위치, (우체국등)창구",3,noun,,
die,Scham,"수치, 수치심",2,noun,,
,schämen,부끄러워하다(sich),2,verb,,
die,Schande,"창피, 치욕, 불명예",2,noun,,
,schänden,"더럽히다, 모독하다",1,verb,,
,schändlich,비열한,1,adjective,,
der,Schank,술집,1,noun,,
die,Schar,"무리, 떼",2,noun,,
,scharf,날카로운,3,verb,,
die,Schärfe,날카로움,1,noun,,
,scharren,"할퀴다, 긁다",1,verb,,
der,Schatten,"그늘, 그림자",2,noun,,
der,Schatz,"재물, 보물",2,noun,,
,schätzen,평가하다,2,verb,,
die,Schau,"전람회, 전시회",1,noun,,
der,Schauder,"공포, 경악",1,noun,,
,schauderhaft,끔찍한,1,adjective,,
,schauen,"보다, 바라보다",2,verb,,
der,Schauer,"소나기, 전율",2,noun,,
die,Schaufel,삽,2,noun,,
,schaufeln,삽질하다,1,verb,,
das,Schaufenster,"쇼윈도, 진열창",1,noun,,
die,Schaukel,그네,2,noun,,
,schaukeln,흔들다,1,verb,,
der,Schaum,"거품, 포말",2,noun,,
,schäumen,거품을 내다,1,verb,,
das,Schauspiel,연극,1,noun,,
der,Schauspieler,배우,2,noun,,
der,Scheck,수표,2,noun,,
,scheel,사팔눈의,1,verb,,
die,Scheibe,"원반, 얇은 조각, 창유리",2,noun,,
die,Scheide,칼 집,1,noun,,
,scheiden,"이혼시키다, 가르다, 헤어지다",2,verb,,
die,Scheidung,이혼,1,noun,,
der,Schein,"빛, 광휘, 외관",1,noun,,
,scheinbar,"와관상의, 표면상의",1,adjective,,
,scheinen,빛나다,3,verb,,
,scheißen,똥누다,1,verb,,
das,Scheit,장작,1,noun,,
der,Scheitel,"정수리, 머리꼭대기",1,noun,,
,scheitern,"난파하다, 실패하다",2,verb,,
die,Schelle,"방울, 초인종",1,noun,,
der,Schelm,"장난꾸러기, 개구쟁이",1,noun,,
,schelten,꾸짖다,1,verb,,
das,Schema,"도식, 도해, 계획",1,noun,,
der,Schemel,등받이 없는 의자,1,noun,,
die,Schenke,술집,1,noun,,
der,Schenkel,허벅다리,1,noun,,
,schenken,선물하다,3,verb,,
die,Scherbe,"깨진조각, 파편",2,noun,,
die,Schere,가위,1,noun,,
,scheren,(가위로)자르다,1,verb,,
der,Scherz,농담,2,noun,,
,scherzen,농담하다,2,verb,,
,scheu,"소심한, 수줍어하는",2,verb,,
die,Scheu,"겁, 소심",1,noun,,
,scheuen,"두려워하다, 기피하다",1,verb,,
,scheuern,문질러 닦다,2,verb,,
,scheußlich,소름끼치는,1,adjective,,
der,Schi,스키,1,noun,,
die,Schicht,"층, 계층",2,noun,,
,schick,"멋진, 세련된",1,verb,,
,schicken,"보내다, 적합하다(sich)",3,verb,,
das,Schicksal,"운명, 숙명",2,noun,,
,schieben,"밀다, 연기하다",2,verb,,
,schief,"비스듬한, 그릇된",2,verb,,
,schielen,"사팔눈이다, 곁눈으로 보다",2,verb,,
die,Schiene,"궤도, 레일",2,noun,,
,schier,거의,1,verb,,
,schießen,"쏘다, 사격하다",2,verb,,
das,Schiff,"배, 선박",3,noun,,
die,Schifffahrt,항해,1,noun,,
der,Schild,방패,2,noun,,
das,Schild,"간판, 상표",2,noun,,
,schildern,"묘사하다, 서술하다",2,verb,,
,schilern,현란하게 빛나다,1,verb,,
das,Schilf,갈대,1,noun,,
der,Schimmel,곰팡이,1,noun,,
der,Schimmer,깜빡이는 빛,1,noun,,
der,Schimpf,창피,2,noun,,
,schimpfen,욕하다,1,verb,,
das,Schimpfwort,욕설,1,noun,,
,schinden,괴롭히다,1,verb,,
der,Schinken,햄,2,noun,,
die,Schippe,삽,1,noun,,
der,Schirm,"우산, 양산",3,noun,,
die,Schlacht,"싸움, 전투",2,noun,,
,schlachten,도살하다,2,verb,,
der,Schlachter,백정,1,noun,,
die,Schlacke,용암,1,noun,,
der,Schlaf,잠,2,noun,,
,schlafen,자다,3,verb,,
,schlaff,"느슨한, 기운없는",1,verb,,
das,Schlafzimmer,침실,1,noun,,
der,Schlag,"가격, 맥박",2,noun,,
,schlagen,치다,2,verb,,
der,Schlager,유행가,1,noun,,
,schlagfertig,재치있는,1,adjective,,
der,Schlamm,진흙,2,noun,,
die,Schlange,뱀,2,noun,,
,schlank,"가늘고 긴, 날씬한",3,verb,,
,schlau,"교활한, 간사한",2,verb,,
der,Schlauch,"관, 튜브",2,noun,,
,schlecht,나쁜,3,verb,,
der,Schlegel,두드리는 기구,1,noun,,
,schleichen,살금살금 걷다,2,verb,,
der,Schleier,"면사포, 장막",2,noun,,
die,Schleife,"매듭, 나비넥타이",2,noun,,
die,Schleife,썰매,1,noun,,
,schleifen,"갈다, 닦다",2,verb,,
,schleifen,질질 끌고가다,2,verb,,
,schleppen,"질질 끌다, 견인하다",2,verb,,
,schleudern,"던지다, 팽개치다",2,verb,,
,schleunig,빠른,1,adjective,,
die,Schleuse,수문,1,noun,,
der,Schlich,"술책, 책략",1,noun,,
,schlicht,"단순한, 간소한",2,verb,,
,schlichten,평평하게 하다,2,verb,,
,schließen,"잠그다, 닫다, 끝내다",3,verb,,
,schließlich,"끝의, 마지막의, 결국",2,adjective,,
,schlimm,"좋지않은, 나쁜",3,verb,,
die,Schlinge,"고리, 올가미",1,noun,,
,schlingen,"휘감다, 얽어매다, 삼키다",1,verb,,
der,Schlips,넥타이,1,noun,,
der,Schlitten,썰매,2,noun,,
der,Schlittschuh,스케이트,2,noun,,
das,Schloss,자물쇠,2,noun,,
der,Schlosser,금속공,1,noun,,
die,Schlucht,협곡,2,noun,,
der,Schluck,한모금,1,noun,,
,schlucken,삼키다,2,verb,,
der,Schlummer,졸음,1,noun,,
,schlummern,졸다,1,verb,,
der,Schlund,목구멍,1,noun,,
,schlüpfen,미끄러지다,2,verb,,
,schlüprig,미끄러운,1,adjective,,
der,Schluss,"결말, 결론, 추론",2,noun,,
der,Schlüssel,열쇠,3,noun,,
das,Schlüsselloch,열쇠 구멍,1,noun,,
die,Schmach,치욕,1,noun,,
,schmachten,고생하다,1,verb,,
,schmähen,"욕하다, 비방하다",1,verb,,
,schmal,"좁은, 모자라는",3,verb,,
,schmecken,~한 맛이 나다,3,verb,,
die,Schmeichelei,아첨,1,noun,,
,schmeicheln,아첨하다,2,verb,,
,schmeißen,"던지다, 중단하다",2,verb,,
,schmelzen,"녹다, 용해하다",2,verb,,
der,Schmerz,고통,3,noun,,
,schmerzen,아프다,1,verb,,
,schmerzlich,고통스러운,1,adjective,,
der,Schmetterling,나비,2,noun,,
,schmettern,"내던지다, 내팽개치다",1,verb,,
der,Schmied,대장장이,2,noun,,
die,Schmiede,대장간,1,noun,,
,schmiegen,"기대다(sich), 꼭맞다",1,verb,,
,schmieren,바르다,2,verb,,
die,Schminke,화장품,1,noun,,
,schminken,화장하다,1,verb,,
,schmollen,토라지다,1,verb,,
der,Schmuck,"장식품, 장신구",2,noun,,
,schmücken,장식하다,2,verb,,
der,Schmuggler,밀수자,1,noun,,
,schmunzeln,낄낄웃다,1,verb,,
der,Schmutz,"더러운 것, 진흙",2,noun,,
,schmutzig,더러운,3,adjective,,
der,Schnabel,"부리, 주둥이",2,noun,,
die,Schnalle,"버클, 죔쇠",1,noun,,
,schnappen,"닫히다, 잠기다",1,verb,,
,schnarchen,코골다,2,verb,,
,schnauben,헐떡이다,1,verb,,
die,Schnauze,(짐승) 주둥이,2,noun,,
die,Schnecke,달팽이,1,noun,,
der,Schnee,눈,3,noun,,
die,Schneide,"칼날, 날",1,noun,,
,schneiden,"자르다, 베다",3,verb,,
der,Schneider,재단사,2,noun,,
die,Schneiderin,여자 재단사,1,noun,,
,schneien,눈이 오다,3,verb,,
,schnell,신속한,3,verb,,
der,Schnellzug,급행열차,1,noun,,
der,Schnitt,"자름, 잘라냄",2,noun,,
das,Schnitzel,잘라버린 조각,3,noun,,
,schnöde,모욕적인,1,verb,,
,schnuffeln,냄새맡다,2,verb,,
der,Schnupfen,코감기,2,noun,,
die,Schnur,"끈, 줄, 장식끈",2,noun,,
,schnüren,"묶다, 매다",1,verb,,
der,Schnurrbart,코밑수염,1,noun,,
die,Schokolade,초콜릿,3,noun,,
die,Scholle,"흙덩이, 토지",1,noun,,
,schon,"이미, 벌써",3,verb,,
,schön,아름다운,2,verb,,
,schonen,"소중히 하다, 아끼다",2,verb,,
die,Schönheit,"아름다움, 미모",2,noun,,
der,Schopf,두발,1,noun,,
,schöpfen,"푸다, 긷다",2,verb,,
der,Schorf,부스럼딱지,1,noun,,
der,Schornstein,굴뚝,2,noun,,
der,Schoß,무릎,2,noun,,
,schräg,"비스듬한, 어긋난",2,verb,,
der,Schrank,"옷장, 책장",3,noun,,
die,Schranke,"(도로)차단기, 장벽",2,noun,,
die,Schraube,나사,2,noun,,
der,Schrecken,"공포, 전율",2,noun,,
,schrecken,깜짝놀라게 하다,1,verb,,
,schrecklich,무서운,2,adjective,,
der,Schrei,부르짖음,2,noun,,
,schreiben,"쓰다, 편지쓰다",3,verb,,
die,Schreibmachine,타자기,1,noun,,
der,Schreibtisch,책상,1,noun,,
,schreien,"외치다, 비명지르다",2,verb,,
,schreiten,걷다,2,verb,,
die,Schrift,"문자, 글자, 문서, 서체",2,noun,,
,schriftlich,"문서에 의한, 글자의",1,adjective,,
der,Schriftsteller,작가,1,noun,,
,schrill,날카로운,2,verb,,
der,Schritt,"걸음, 발걸음",2,noun,,
,schroff,"험한, 냉혹한, 쌀쌀한",2,verb,,
die,Schublade,서랍,1,noun,,
,schüchtern,수줍어하는,2,verb,,
der,Schuh,구두,3,noun,,
der,Schuhlöffel,구둣주걱,1,noun,,
,schuld,"죄가있는, 책임있는",3,verb,,
die,Schuld,"채무, 빚, 죄",2,noun,,
,schuldig,"빚이 있는, 부채가 있는",2,adjective,,
die,Schule,"학교, 수업",3,noun,,
der,Schüler,"학생, 제자",3,noun,,
die,Schülerin,여학생,1,noun,,
die,Schulter,어깨,2,noun,,
die,Schuppe,비늘,1,noun,,
der,Schuppen,헛간,2,noun,,
,schüren,부채질하다,1,verb,,
der,Schurke,"악한, 악당",1,noun,,
die,Schürze,앞치마,2,noun,,
der,Schuss,"사격, 발사",2,noun,,
die,Schüssel,"사발, 대접",2,noun,,
der,Schuster,구두 수선공,2,noun,,
der,Schutt,"파편, 폐기물",1,noun,,
,schütteln,흔들다,2,verb,,
,schütten,"붓다, 쏟다",1,verb,,
der,Schutz,"보호, 비호",2,noun,,
,schützen,"보호하다, 지키다",2,verb,,
,schwach,"약한, 허약한, 보잘것없는",3,verb,,
die,Schwäche,"약함, 약점",2,noun,,
,schwächen,약하게 하다,1,verb,,
der,Schwager,"형부, 처남, 자형, 매형",2,noun,,
die,Schwägerin,"처제, 처형, 시누이, 올케",2,noun,,
die,Schwalbe,제비,2,noun,,
der,Schwamm,스펀지,2,noun,,
der,Schwan,백조,2,noun,,
,schwanger,"임신한, 잉태한",1,verb,,
,schwanken,"동요하다, 흔들리다",2,verb,,
der,Schwanz,꼬리,2,noun,,
,schwären,곪다,1,verb,,
der,Schwarm,"무리, 군중, 우상",1,noun,,
,schwärmen,"우글거리다, 열광하다",2,verb,,
,schwarz,검은,3,verb,,
,schwatzen,"지껄이다, 수다떨다",1,verb,,
,schweben,"떠다니다, 부유하다",2,verb,,
고,Schweden,스웨덴,1,verb,,
,schweifen,방황하다,1,verb,,
,schweigen,침묵하다,2,verb,,
das,Schwein,돼지,3,noun,,
das,Schweinefleisch,돼지고기,1,noun,,
der,Schweiß,땀,2,noun,,
,schweißen,용접하다,1,verb,,
die,Schweiz,스위스,2,noun,,
,schwelen,연기내며 타다,1,verb,,
,schwelgen,포식하다,1,verb,,
die,Schwelle,"문지방, 문턱",2,noun,,
,schwellen,"부풀다, (의학)붓다",1,verb,,
,schwenken,"흔들다, 돌리다",1,verb,,
,schwer,"무거운, 어려운, 심한",3,verb,,
,schwerfallen,어렵다,1,verb,,
das,Schwert,"검, 칼",2,noun,,
die,Schwester,"자매, 누이",3,noun,,
die,Schwiegermutter,"시어머니, 장모",1,noun,,
der,Schwiegersohn,사위,1,noun,,
die,Schwiegertochter,며느리,1,noun,,
der,Schwiegervater,"시아버지, 장인",1,noun,,
,schwierig,어려운,2,adjective,,
die,Schwierigkeit,어려움,1,noun,,
das,Schwimmbad,수영장,1,noun,,
der,Schwindel,"현기증, 사기, 속임수",2,noun,,
,schwindeln,"어지럽다, 속이다",1,verb,,
,schwinden,"줄어들다, 사라지다",1,verb,,
die,Schwinge,날개,1,noun,,
,schwingen,휘두르다,2,verb,,
,schwirren,웅웅거리다,1,verb,,
,schwitzen,땀나다,2,verb,,
,schwören,"맹세하다, 선서하다",2,verb,,
,schwül,무더운,2,verb,,
der,Schwung,"스윙, 도약",1,noun,,
der,See,호수,3,noun,,
die,See,"바다, 해양",2,noun,,
die,Seele,"영혼, 정신",2,noun,,
,seelisch,정신적인,1,adjective,,
das,Segel,돛,2,noun,,
das,Segelboot,"범선, 돛단배",1,noun,,
das,Segelflugzeug,행글라이더,1,noun,,
,segeln,항해하다,1,verb,,
der,Segen,"축복, 은총",2,noun,,
,segnen,축복하다,1,verb,,
,sehen,"보다, 구경하다",3,verb,,
,sehnen,"동경하다, 그리워하다",2,verb,,
die,Sehnsucht,"그리움, 동경",2,noun,,
,sehr,"몹시, 매우",3,verb,,
,seicht,(물이) 얕은,1,verb,,
die,Seide,"명주실, 비단",2,noun,,
,seiden,비단의,1,verb,,
die,Seife,비누,2,noun,,
das,Seil,"밧줄, 로프, 자일",2,noun,,
,seitdem,그때부터,1,verb,,
die,Seite,"면, 측면, 페이지, 면모",2,noun,,
der,Sekretär,비서,2,noun,,
die,Sekretärin,여비서,1,noun,,
der,Sekt,샴페인,1,noun,,
die,Sekunde,초,2,noun,,
,selb…,동일한,2,verb,,
,selber,"자기가, 직접",3,verb,,
